	x	y	frame	particle
4	747.3812866210938	116.87722778320312	81	25
4	746.956298828125	116.48683166503906	82	25
3	951.3888549804688	188.6326904296875	82	28
2	427.12298583984375	309.3023376464844	82	27
1	1074.9718017578125	403.6138916015625	82	3
0	908.517822265625	732.3101196289062	82	14
0	906.7933349609375	734.0604858398438	83	14
1	1075.3004150390625	403.1236877441406	83	3
2	426.1613464355469	307.6229248046875	83	27
3	949.2789306640625	184.0998992919922	83	28
4	747.8555908203125	116.0887451171875	83	25
4	748.5972290039062	115.95700073242188	84	25
2	425.3094177246094	306.2147521972656	84	27
3	947.8382568359375	180.41400146484375	84	28
0	908.4699096679688	733.3983154296875	84	14
1	1074.6427001953125	402.59283447265625	84	3
0	906.6961059570312	733.8759155273438	85	14
1	1074.7874755859375	402.5272216796875	85	3
2	424.9584045410156	303.69134521484375	85	27
3	945.513671875	175.87002563476562	85	28
4	748.7144165039062	116.53966522216797	85	25
3	944.1427612304688	172.43466186523438	86	28
4	749.3023071289062	116.23965454101562	86	25
1	1075.0828857421875	402.2043151855469	86	3
0	906.5363159179688	734.4691772460938	86	14
2	425.1083068847656	302.290283203125	86	27
3	749.9800415039062	115.34099578857422	87	25
0	1074.5888671875	401.89251708984375	87	3
1	425.0148010253906	300.9425354003906	87	27
2	942.4268798828125	168.4102325439453	87	28
2	939.5133666992188	163.12057495117188	88	28
3	750.1207275390625	115.27750396728516	88	25
0	1074.885986328125	401.2505798339844	88	3
1	424.4685974121094	299.0947570800781	88	27
3	751.039306640625	114.75763702392578	89	25
2	938.1940307617188	160.43124389648438	89	28
0	1074.0972900390625	401.193603515625	89	3
1	424.9477844238281	297.2257995605469	89	27
0	1074.1275634765625	401.08416748046875	90	3
1	424.456298828125	296.27984619140625	90	27
2	935.3506469726562	156.71969604492188	90	28
3	750.9660034179688	114.7403564453125	90	25
2	932.8878784179688	152.7114715576172	91	28
0	1074.9466552734375	400.9000549316406	91	3
1	424.3395690917969	294.3777770996094	91	27
3	751.0856323242188	114.85551452636719	91	25
5	751.2603759765625	114.69243621826172	92	25
4	929.5883178710938	150.10317993164062	92	28
3	423.45794677734375	292.8690490722656	92	27
1	727.6721801757812	393.5813903808594	92	35
0	1074.9178466796875	400.79815673828125	92	3
2	734.5321655273438	339.4696960449219	92	34
3	928.4425048828125	148.46128845214844	93	28
2	387.4870910644531	241.18121337890625	93	21
4	751.4942626953125	114.43246459960938	93	25
0	1074.6351318359375	399.9380187988281	93	3
1	421.9378967285156	290.0209655761719	93	27
4	751.6294555664062	114.23223114013672	94	25
3	927.7539672851562	147.02635192871094	94	28
0	1075.1561279296875	399.5570983886719	94	3
1	421.327880859375	288.81353759765625	94	27
2	387.55743408203125	242.99049377441406	94	21
0	1074.981201171875	399.06158447265625	95	3
1	420.8502197265625	287.6738586425781	95	27
2	389.4353332519531	245.04708862304688	95	21
3	927.67041015625	147.07504272460938	95	28
4	751.764404296875	114.26476287841797	95	25
4	752.4254150390625	114.93911743164062	96	25
3	927.8692626953125	147.12039184570312	96	28
1	421.0448303222656	284.8150329589844	96	27
0	1074.9202880859375	399.1304626464844	96	3
2	390.8056640625	243.81991577148438	96	21
3	391.7983703613281	242.08863830566406	97	21
0	1122.77734375	421.0676574707031	97	2
1	1075.09912109375	398.99664306640625	97	3
2	421.3334045410156	282.8844909667969	97	27
4	927.6967163085938	145.7733154296875	97	28
4	392.50823974609375	241.21170043945312	98	21
3	420.6690979003906	281.79327392578125	98	27
5	927.4324340820312	144.3251953125	98	28
1	1075.371337890625	398.7527770996094	98	3
0	1121.345703125	418.77410888671875	98	2
2	839.3055419921875	333.1371765136719	98	36
0	1122.9664306640625	419.68084716796875	99	2
1	1074.802001953125	398.0250244140625	99	3
2	846.8576049804688	350.94793701171875	99	36
3	420.4248962402344	279.77960205078125	99	27
4	391.7374572753906	237.9556121826172	99	21
5	927.536865234375	142.4898681640625	99	28
4	927.7129516601562	139.94419860839844	100	28
3	392.0736083984375	238.786865234375	100	21
2	421.1502685546875	278.0327453613281	100	27
1	1075.459228515625	397.98974609375	100	3
0	1122.5867919921875	419.8858642578125	100	2
0	1122.75830078125	420.4556579589844	101	2
1	1076.7279052734375	396.2745361328125	101	3
2	421.8157043457031	276.05914306640625	101	27
3	392.029296875	240.95896911621094	101	21
4	1503.74951171875	219.57518005371094	101	37
